"Activation Key Required","Clef d&rsquo;activation requise"
"<strong>ERROR</strong>: Invalid username or e-mail.","<strong>ERREUR</strong>&nbsp;: l&rsquo;identifiant ou l&rsquo;adresse de messagerie n&rsquo;est pas valide."
"Password reset is not allowed for this user","La réinitialisation du mot de passe n&rsquo;est pas autorisée pour cet utilisateur"
"Someone requested that the password be reset for the following account:","Quelqu'un a demandé le renouvellement de son mot de passe pour le compte suivant :"
"If this was a mistake, just ignore this email and nothing will happen.","S'il s'agit d'une erreur, ignorez ce message et la demande ne sera pas prise en compte."
"To reset your password, visit the following address:","Pour renouveler votre mot de passe, cliquez sur le lien suivant :"
"[%s] Password Reset","[%s] Renouvellement du mot de passe"
"The e-mail could not be sent.","Le message n&rsquo;a pas pu être envoyé."
"Possible reason: your host may have disabled the mail() function...","Raison possible&nbsp;: votre hébergeur peut avoir désactivé la fonction mail()&hellip;"
"Invalid key","Clef invalide"
"<strong>ERROR</strong>: Please enter a username.","<strong>ERREUR</strong>&nbsp;: veuillez renseigner l&rsquo;identifiant."
"<strong>ERROR</strong>: This username is invalid because it uses illegal characters. Please enter a valid username.","<strong>ERREUR</strong>&nbsp;: cet identifiant n&rsquo;est pas valide, car il utiliser des caractères non autorisés. Merci d&rsquo;utiliser un identifiant valide."
"<strong>ERROR</strong>: This username is already registered. Please choose another one.","<strong>ERREUR</strong>&nbsp;: cet identifiant existe déjà. Merci d&rsquo;en choisir un autre."
"<strong>ERROR</strong>: Please type your e-mail address.","<strong>ERREUR</strong>&nbsp;: l&rsquo;adresse de messagerie est obligatoire."
"<strong>ERROR</strong>: The email address isn&#8217;t correct.","<strong>ERREUR</strong>&nbsp;: adresse de messagerie incorrecte."
"<strong>ERROR</strong>: This email is already registered, please choose another one.","<strong>ERREUR</strong>&nbsp;: cette adresse de messagerie est déjà utilisée. Merci d&rsquo;en choisir une autre."
"<strong>ERROR</strong>: Couldn&#8217;t register you... please contact the <a href=\"mailto:%s\">webmaster</a> !","<strong>ERREUR</strong>&nbsp;: inscription impossible&hellip; Veuillez prendre contact avec le <a href=\"mailto:%s\">webmaster</a>&nbsp;!"
"Sorry, that key does not appear to be valid.","Désolé, cette clef ne semble pas être valide."
"Lost Password","Mot de passe oublié"
"Please enter your username or email address. You will receive a link to create a new password via email.","Veuillez saisir votre identifiant ou votre adresse de messagerie. Un lien permettant de créer un nouveau mot de passe vous sera envoyé par e-mail."
"Username or E-mail:","Identifiant ou adresse de messagerie&nbsp;:"
"Get New Password","Générer un mot de passe"
"The passwords do not match.","Vos mots de passe ne correspondent pas."
"Password Reset","Renouvellement du mot de passe"
"Your password has been reset.","Votre mot de passe a été réinitialisé."
"Reset Password","Réinitialiser le mot de passe"
"Enter your new password below.","Veuillez saisir une deuxième fois votre nouveau mot de passe ci-dessous."
"New password","Nouveau mot de passe"
"Confirm new password","Confirmer le nouveau mot de passe"
"Hint: The password should be at least seven characters long. To make it stronger, use upper and lower case letters, numbers and symbols like ! \" ? $ %s ^ &amp; ).","Conseil&nbsp;: votre mot de passe devrait faire au moins 7 caractères de long. Pour le rendre plus sûr, utilisez un mélange de majuscules, de minuscules, de chiffres et de symboles comme ! \" ? $ %s&nbsp;^&nbsp;&amp;&nbsp;)."
"Registration Form","Formulaire d&rsquo;inscription"
"Register For This Site","S&rsquo;inscrire sur ce site"
"A password will be e-mailed to you.","Un mot de passe vous sera envoyé sur votre adresse de messagerie."
"Password Lost and Found","Récupération de mot de passe"
"Lost your password?","Mot de passe oublié&nbsp;?"
"You have logged in successfully.","Vous vous êtes bien connecté."
"<strong>ERROR</strong>: Cookies are blocked or not supported by your browser. You must <a href='http://www.google.com/cookies.html'>enable cookies</a> to use WordPress.","<strong>ERREUR</strong>&nbsp;: les cookies sont bloqués ou ne sont pas reconnus pas votre navigateur. Vous devez <a href='http://www.google.com/cookies.html'>activer les cookies</a> pour utiliser WordPress."
"You are now logged out.","Vous êtes désormais déconnecté(e)."
"User registration is currently not allowed.","Les nouvelles inscriptions ne sont pas autorisées pour l&rsquo;instant."
"Check your e-mail for the confirmation link.","Vérifiez votre messagerie pour y trouver le lien de confirmation."
"Check your e-mail for your new password.","Vérifiez votre messagerie pour y trouver votre nouveau mot de passe."
"Registration complete. Please check your e-mail.","Enregistrement terminé. Veuillez vérifier vos nouveaux e-mails."
"Your session has expired. Please log-in again.","Votre session a expiré. Veuillez vous reconnecter."
"<strong>You have successfully updated WordPress!</strong> Please log back in to experience the awesomeness.","<strong>WordPress a bien été mis à jour&nbsp;!</strong> Veuillez vos re-connecter pour découvrir les formidables nouveautés."
"This action has been disabled by the administrator.","Cette action a été désactivée par l&rsquo;administrateur."
"Slow down cowboy, no need to check for new mails so often!","Lève le pied, champion&nbsp;! Inutile de vérifier tes e-mails aussi souvent&nbsp;!"
"There doesn&#8217;t seem to be any new mail.","Il ne semble pas y avoir de nouvel e-mail."
"Author is %s","L&rsquo;auteur est %s"
"<strong>Author:</strong> %s","<strong>Auteur&nbsp;:</strong> %s"
"<strong>Posted title:</strong> %s","<strong>Titre publié&nbsp;:</strong> %s"
"Oops: %s","Oups&nbsp;: %s"
"Mission complete. Message <strong>%s</strong> deleted.","Mission terminée. Message <strong>%s</strong> supprimé. "
"Site Name:","Nom du site&nbsp;:"
"Site Domain:","Domaine du site&nbsp;:"
"sitename","nomdusite"
"domain","domaine"
"Your address will be %s.","Votre adresse sera %s."
"Must be at least 4 characters, letters and numbers only. It cannot be changed, so choose carefully!","Doit contenir au moins 4 caractères, avec uniquement des lettres et  des chiffres. Vous ne pourrez pas en changer, donc choisissez bien&nbsp;!"
"Site Title:","Titre du site&nbsp;:"
"Privacy:","Vie privée&nbsp;:"
"Allow search engines to index this site.","Demander aux moteurs de recherche d&rsquo;indexer ce site."
"Yes","Oui"
"No","Non"
"(Must be at least 4 characters, letters and numbers only.)","(Doit contenir au moins 4 caractères, uniquement des lettres ou des chiffres.)"
"Email&nbsp;Address:","Adresse e-mail&nbsp;:"
"We send your registration email to this address. (Double-check your email address before continuing.)","Nous enverrons votre confirmation d&rsquo;inscription à cette adresse. Vérifiez donc bien qu&rsquo;elle est correcte avant de continuer."
"Get <em>another</em> %s site in seconds","Ouvrir <em>un autre</em> site %s en quelques secondes"
"There was a problem, please correct the form below and try again.","Il y a eu un problème, veuillez remplir le formulaire ci-dessous et réessayer."
"Welcome back, %s. By filling out the form below, you can <strong>add another site to your account</strong>. There is no limit to the number of sites you can have, so create to your heart&#8217;s content, but write responsibly!","Heureux de voir revoir, %s&nbsp;! En remplissant le formulaire ci-dessous, vous pouvez <strong>ajouter un autre site à votre compte</strong>. Il n&rsquo;y a pas de limite au nombre de sites dont vous pouvez disposer, donc créez-en autant que vous le souhaitez, mais écrivez pondérément."
"Sites you are already a member of:","Les sites que vous possédez déjà&nbsp;:"
"If you&#8217;re not going to use a great site domain, leave it for a new user. Now have at it!","Si vous ne comptez pas utiliser ce superbe nom de domaine, laissez-le à un autre utilisateur. Et maintenant, lancez-vous&nbsp;!"
"Create Site","Créer un site"
"The site %s is yours.","Le site %s est à vous."
"<a href=\"http://%s\">http://%s</a> is your new site. <a href=\"%s\">Log in</a> as &#8220;%s&#8221; using your existing password.","<a href=\"http://%s\">http://%s</a> est votre nouveau site. <a href=\"%s\">Connectez-vous</a> avec l&rsquo;identifiant &laquo;&nbsp;%s&nbsp;&raquo;, à l&rsquo;aide de votre mot de passe actuel."
"Get your own %s account in seconds","Obtenez votre propre compte %s en quelques secondes"
"Gimme a site!","Donnez-moi un site&nbsp;!"
"Just a username, please.","Juste l&#8217;identifiant, s&#8217;il vous plaît."
"Next","Suivant"
"%s is your new username","Votre nouvel identifiant est %s"
"But, before you can start using your new username, <strong>you must activate it</strong>.","Mais, avant d&#8217;utiliser votre nouvel identifiant, <strong>vous devez l&#8217;activer</strong>."
"Check your inbox at <strong>%s</strong> and click the link given.","Consultez la boite de réception de l&rsquo;adresse <strong>%s</strong>, et cliquez sur le lien qui vous a été envoyé."
"If you do not activate your username within two days, you will have to sign up again.","Si vous n&#8217;activez pas votre compte sous deux jours, vous devrez vous réinscrire."
"Signup","Inscription"
"Congratulations! Your new site, %s, is almost ready.","Félicitations! Votre nouveau site, %s, est presque prêt."
"But, before you can start using your site, <strong>you must activate it</strong>.","Mais, avant d&#8217;utiliser votre nouveau site, <strong>vous devez l&#8217;activer</strong>."
"If you do not activate your site within two days, you will have to sign up again.","Si vous n&rsquo;activez pas votre site dans les deux jours, vous devrez à nouveau l&rsquo;enregistrer."
"Still waiting for your email?","Toujours dans l&rsquo;attente de votre e-mail&nbsp;?"
"If you haven&#8217;t received your email yet, there are a number of things you can do:","Si vous n&rsquo;avez encore pas reçu votre e-mail, il existe un certain nombre de choses que vous pouvez faire&nbsp;:"
"Wait a little longer. Sometimes delivery of email can be delayed by processes outside of our control.","Veuillez patienter encore quelques instants. Parfois, la livraison des messages peut être retardée par des processus en dehors de notre contrôle."
"Check the junk or spam folder of your email client. Sometime emails wind up there by mistake.","Vérifiez le courrier indésirable (ou dossier spam) de votre client de messagerie. Parfois, certains messages arrivent là par erreur."
"Have you entered your email correctly?  You have entered %s, if it&#8217;s incorrect, you will not receive your email.","Avez-vous correctement saisi votre adresse de messagerie&nbsp;? Vous aviez saisi %s, mais si ce n&rsquo;est pas correct, vous ne recevrez pas de message."
"all","tous"
"none","aucune"
"blog","site"
"user","utilisateur"
"Greetings Site Administrator! You are currently allowing &#8220;%s&#8221; registrations. To change or disable registration go to your <a href=\"%s\">Options page</a>.","Salutations, cher administrateur du site&nbsp;! Vous acceptez actuellement les inscriptions de type &laquo;&nbsp;%s&nbsp;&raquo;. Pour modifier ou désactiver les inscriptions, allez sur votre <a href=\"%s\">page d&rsquo;options</a>."
"Registration has been disabled.","Les inscriptions ne sont pas autorisées pour le moment."
"You must first <a href=\"%s\">log in</a>, and then you can create a new site.","Vous devez d&rsquo;abord <a href=\"%s\">vous connecter</a> avant de pouvoir créer un nouveau site."
"User registration has been disabled.","Les inscriptions d&rsquo;utilisateurs sont désactivées."
"Site registration has been disabled.","Les inscriptions de sites sont désactivées."
"Sorry, new registrations are not allowed at this time.","Désolé, il n&rsquo;est pas possible de s&rsquo;enregistrer à l&rsquo;heure actuelle."
"You are logged in already. No need to register again!","Vous êtes déjà connecté. Pas besoin de vous réinscrire&nbsp;!"
"<p><em>The site you were looking for, <strong>%s</strong> does not exist, but you can create it now!</em></p>","<p><em>Le site que vous cherchez (<strong>%s</strong>) n&rsquo;existe pas, mais vous pouvez le créer immédiatement&nbsp;!</em></p>"
"This is somewhat embarrassing, isn&rsquo;t it?","C&rsquo;est plutôt gênant, vous ne trouvez pas&nbsp;?"
"It seems we can&rsquo;t find what you&rsquo;re looking for. Perhaps searching can help.","Il semblerait que nous ne soyons pas en mesure de trouver votre contenu. Essayez en lançant une recherche."
"Daily Archives: %s","Archives quotidiennes&nbsp;:"
"Monthly Archives: %s","Archives mensuelles&nbsp;: %s"
"Yearly Archives: %s","Archives annuelles&nbsp;: %s"
"Author Archives: %s","Archives de l&rsquo;auteur&nbsp;: %s"
"About %s","A propos %s"
"Category Archives: %s","Archives pour la catégorie %s"
"One thought on &ldquo;%s&rdquo;","Une réflexion au sujet de &laquo;&nbsp;%s&nbsp;&raquo;"
"%s thoughts on &ldquo;%s&rdquo;","%s réflexions au sujet de &laquo;&nbsp;%s&nbsp;&raquo;"
"Comment navigation","Navigation des commentaires"
"&larr; Older Comments","&larr; Commentaire plus ancien"
"Newer Comments &rarr;","Commentaires plus récents &rarr;"
"Permalink to %s","Permalien vers %s"
"Continue reading <span class=\"meta-nav\">&rarr;</span>","Lire la suite <span class=\"meta-nav\">&rarr;</span>"
"Leave a reply","Laisser une réponse"
"1 Reply","1 réponse"
"%s Replies","%s réponses"
"Nothing Found","Rien n&rsquo;a été trouvé"
"Apologies, but no results were found. Perhaps searching will help find a related post.","Toutes nos excuses, mais votre requête n&rsquo;a donné aucun résultat. Peut-être qu&rsquo;une recherche peut vous indiquer un article lié."
"Featured post","Article mis en avant"
"View all posts by %s <span class=\"meta-nav\">&rarr;</span>","Afficher tous les articles de %s <span class=\"meta-nav\">&rarr;</span>"
"Semantic Personal Publishing Platform","Plate-forme de publication personnelle à la pointe de la sémantique"
"Proudly powered by %s","Fièrement propulsé par %s"
"Primary Menu","Menu principal"
"no-subset","no-subset "
"Main Sidebar","Colonne principale"
"Appears on posts and pages except the optional Front Page template, which has its own widgets","Apparaît sur les articles et les pages, sauf le modèle facultatif Page d&rsquo;Accueil, qui dispose de ses propres widgets."
"First Front Page Widget Area","Première zone de la Page d&rsquo;Accueil"
"Appears when using the optional Front Page template with a page set as Static Front Page","Apparaît lorsque vous utilisez le modèle facultatif Page d&rsquo;Accueil avec une page configurée en Page d&rsquo;Accueil Statique."
"Second Front Page Widget Area","Seconde zone de la Page d&rsquo;Accueil"
"Post navigation","Navigation des articles"
"<span class=\"meta-nav\">&larr;</span> Older posts","<span class=\"meta-nav\">&larr;</span> Articles plus anciens"
"Newer posts <span class=\"meta-nav\">&rarr;</span>","Articles plus récents <span class=\"meta-nav\">&rarr;</span>"
"Pingback:","Ping&nbsp;:"
"Post author","Auteur de l&rsquo;article"
"View all posts by %s","Afficher tous les articles par %s"
"This entry was posted in %s and tagged %s on %s<span class=\"by-author\"> by %s</span>.","Cette entrée a été publiée dans %s, et marquée avec %s, le %s <span class=\"by-author\">par %s</span>."
"This entry was posted in %s on %s<span class=\"by-author\"> by %s</span>.","Cette entrée a été publiée dans %s le %s <span class=\"by-author\">par %s</span>."
"This entry was posted on %s<span class=\"by-author\"> by %s</span>.","Cette entrée a été publiée le %s <span class=\"by-author\">par %s</span>."
"Skip to content","Aller au contenu principal"
"<span class=\"meta-prep meta-prep-entry-date\">Published </span> <span class=\"entry-date\"><time class=\"entry-date\" datetime=\"%s\">%s</time></span> at <a href=\"%s\" title=\"Link to full-size image\">%s &times; %s</a> in <a href=\"%s\" title=\"Return to %s\" rel=\"gallery\">%s</a>.","<span class=\"meta-prep meta-prep-entry-date\">Publié le </span> <span class=\"entry-date\"><time class=\"entry-date\" datetime=\"%s\">%s</time></span> à <a href=\"%s\" title=\"Lien vers l'image en taille originale\">%s &times; %s</a> dans <a href=\"%s\" title=\"Revenir à %s\" rel=\"gallery\">%s</a>."
"&larr; Previous","&larr; Précédent"
"Next &rarr;","Suivant &rarr;"
"No posts to display","Aucun article à afficher"
"Ready to publish your first post? <a href=\"%s\">Get started here</a>.","Prêt à publier votre premier article&nbsp;? <a href=\"%s\">Lancez-vous</a>&nbsp;!"
"Search Results for: %s","Résultats de recherche pour %s"
"Sorry, but nothing matched your search criteria. Please try again with some different keywords.","Désolé, mais rien ne correspond à votre critères de recherche. Veuillez réessayer avec d&rsquo;autres mots-clefs."
"Tag Archives: %s","Archives du mot-clef %s"
"The 2012 theme for WordPress is a fully responsive theme that looks great on any device. Features include a front page template with its own widgets, an optional display font, styling for post formats on both index and single views, and an optional no-sidebar page template. Make it yours with a custom menu, header image, and background.","Le thème 2012 de WordPress est un thème conçu pour s&rsquo;afficher de la meilleure manière sur n&rsquo;importe quelle taille d&rsquo;écran. Parmi ses fonctionnalités se trouvent un modèle de page d&rsquo;accueil avec ses propres widgets, une police d&rsquo;affichage optionnelle, un design pour les formats d&rsquo;article à la fois sur l&rsquo;index et en vue individuelle, et un modèle facultatif sans barre latérale. Vous pouvez le faire vôtre avec un menu personnalisé, une image d&rsquo;en-tête, et un fond d&rsquo;écran."
"the WordPress team","L&rsquo;équipe WordPress"
"Front Page Template","Modèle de Page d&rsquo;Accueil"
