"Server Connectivity","Łączność z serwerem"
"Unable to reach some Akismet servers.","Nie można było połączyć się z niektórymi serwerami Akismeta."
"A network problem or firewall is blocking some connections from your web server to Akismet.com.  Akismet is working but this may cause problems during times of network congestion.  Please contact your web host or firewall administrator and give them <a href=\"%s\" target=\"_blank\">this information about Akismet and firewalls</a>.","Problem z połączeniem sieciowym lub zaporą ogniową blokuje pewne połączenia z Twojego serwera WWW do serwera Akismet.com.  Akismet pracuje, ale taki stan rzeczy może powodować problemy w czasie przeciążenia sieci.  Proszę skontaktować się z administratorem serwera WWW lub zapory ogniowej i przekazać mu <a href=\"%s\" target=\"_blank\">te informacje o Akismecie i zaporach ogniowych</a>."
"Unable to reach any Akismet servers.","Nie udało się połączyć z żadnymi serwerami Akismeta."
"A network problem or firewall is blocking all connections from your web server to Akismet.com.  <strong>Akismet cannot work correctly until this is fixed.</strong>  Please contact your web host or firewall administrator and give them <a href=\"%s\" target=\"_blank\">this information about Akismet and firewalls</a>.","Problem z połączeniem sieciowym lub zaporą ogniową blokuje wszystkie połączenia z Twojego serwera WWW do serwera Akismet.com.  <strong>Akismet nie może pracować prawidłowo, dopóki nie zostanie to naprawione.</strong>  Proszę skontaktować się z administratorem serwera WWW lub zapory ogniowej i przekazać mu <a href=\"%s\" target=\"_blank\">te informacje o Akismecie i zaporach ogniowych</a>."
"All Akismet servers are available.","Wszystkie serwery Akismeta są osiągalne."
"Akismet is working correctly.  All servers are accessible.","Akismet pracuje prawidłowo.  Wszystkie serwery są osiągalne."
"Network functions are disabled.","Funkcja sieci jest wyłączona."
"Unable to find Akismet servers.","Nie udało się znaleźć serwerów Akismeta."
"A DNS problem or firewall is preventing all access from your web server to Akismet.com.  <strong>Akismet cannot work correctly until this is fixed.</strong>  Please contact your web host or firewall administrator and give them <a href=\"%s\" target=\"_blank\">this information about Akismet and firewalls</a>.","Problem z serwerami DNS lub zaporą ogniową blokuje wszelkie połączenia z Twojego serwera do serwera Akismet.com.  <strong>Akismet nie może pracować prawidlowo, dopóki nie zostanie to zmienione.</strong>  Proszę skontaktować się z administratorem serwera WWW lub zapory ogniowej i przekazać mu <a href=\"%s\" target=\"_blank\">te informacje o Akismecie i zaporach ogniowych</a>."
"Akismet server","Serwer Akismeta"
"Network Status","Stan połączenia sieciowego"
"Last checked %s ago.","Ostatnio sprawdzono %s temu."
"Check network status &raquo;","Sprawdź stan połączenia sieciowego &raquo;"
"Akismet Stats","Statystyki Akismeta"
"Akismet is almost ready.","Akismet jest już prawie gotów."
"Akismet has detected a problem.","Akismet wykrył problem."
"Akismet Spam (%s)","Oznaczone jako spam przez Akismeta (%s)"
"Akismet Spam","Oznaczone jako spam przez Akismeta"
"You do not have sufficient permission to moderate comments.","Nie posiadasz wystarczających uprawnień, by moderować komentarze."
"%s comments recovered.","%s komentarzy zostało przywróconych."
"All spam deleted.","Cały spam został usunięty."
"Caught Spam","Przechwycony spam"
"Akismet has caught <strong>%s spam</strong> for you since you first installed it.","Akismet przechwycił dla Ciebie <strong>%s komentarzy będących spamem</strong> od czasu, kiedy zainstalowano go po raz pierwszy."
"You have no spam currently in the queue. Must be your lucky day. :)","Obecnie w kolejce nie znajdują się żadne komentarze będące spamem. To musi być Twój szczęśliwy dzień. :)"
"You can delete all of the spam from your database with a single click. This operation cannot be undone, so you may wish to check to ensure that no legitimate comments got through first. Spam is automatically deleted after 15 days, so don&#8217;t sweat it.","Możesz usunąć cały spam ze swojej bazy danych za pomocą jednego kliknięcia. Ta operacja nie może zostać cofnięta, więc rozważ sprawdzenie, czy poddane jej nie zostaną jakieś komentarze, które nie są spamem. Nie przejmuj się &mdash; spam jest automatycznie usuwany po 15 dniach."
"There are currently %s comments identified as spam.","%s komentarzy zostało zidentyfikowanych jako spam."
"Delete all","Usuń wszystkie"
"These are the latest comments identified as spam by Akismet. If you see any mistakes, simply mark the comment as \"not spam\" and Akismet will learn from the submission. If you wish to recover a comment from spam, simply select the comment, and click Not Spam. After 15 days we clean out the junk for you.","Oto najnowsze komentarze zidentyfikowane przez Akismeta jako spam. Jeżeli dostrzeżesz błędnie zidentyfikowane komentarze, po prostu wycofaj oznaczenie ich jako spam, a Akismet nauczy się na błędach i przywróci komentarze. Po 15 dniach sami wyniesiemy za Ciebie śmieci."
"All","Wszystkie"
"Search Spam &raquo;","Szukaj spamu &raquo;"
"&laquo; Previous Page","&laquo; Poprzednia strona"
"Next Page &raquo;","Następna strona &raquo;"
"De-spam marked comments &raquo;","Cofnij oznaczenie zaznaczonych komentarzy jako spam &raquo;"
"Comments you de-spam will be submitted to Akismet as mistakes so it can learn and get better.","Komentarze, którym wycofasz oznaczenie jako spam zostaną przekazane do Akismeta jako błędy, aby mógł on się na nich nauczyć i poprawić."
"<a href=\"%s\">Akismet</a> has protected your site from <a href=\"%s\">%s spam comments</a>.","<a href=\"%s\">Akismet</a> ochronił Twoją witrynę przed <a href=\"%s\">%s komentarzami będącymi spamem</a>."
"Recheck Queue for Spam","Przeszukaj kolejkę w poszukiwaniu spamu ponownie"
"Check for Spam","Szukaj spamu"
"Comments on %s","Komentarze do %s"
"Powered by WordPress, state-of-the-art semantic personal publishing platform.","Ta strona jest oparta na WordPressie &mdash; nowoczesnej, semantycznej, osobistej platformie publikacyjnej."
"Enter your password to view comments.","Wprowadź swoje hasło, aby zobaczyć komentarze."
"No Comments","Brak komentarzy"
"1 Comment","1 komentarz"
"%s Comments","%s komentarzy"
"Edit This","Edytuj"
"You must be <a href=\"%s\">logged in</a> to post a comment.","Musisz się <a href=\"%s\">zalogować</a>, aby móc dodać komentarz."
"Tags:","Tagi: "
"(more...)","(więcej...)"
"Pages:","Strony:"
"The latest comments to all posts in RSS","Najnowsze komentarze do wszystkich wpisów dostępne poprzez kanał RSS"
"Comments <abbr title=\"Really Simple Syndication\">RSS</abbr>","Kanał <abbr title=\"Really Simple Syndication\">RSS</abbr> z komentarzami"
"<cite class=\"fn\">%s</cite> <span class=\"says\">says:</span>","<cite class=\"fn\">%s</cite> <span class=\"says\">pisze:</span>"
"Your comment is awaiting moderation.","Twój komentarz oczekuje na moderację."
"%s at %s","%s o %s"
"(Edit)","(Edytuj)"
"View all posts in %s","Zobacz wszystkie wpisy z kategorii &#8222;%s&#8221;"
"XML error: %s at line %d","Błąd XML: %s w %d. linii"
"Visit %s&#8217;s website","Odwiedź witrynę internetową osoby podpisującej się &#8222;%s&#8221;"
"Posts by %s","Wpisy, których autorem jest %s"
"Last updated: %s","Ostatnia aktualizacja: %s"
"Bookmarks","Zakładki"
"Usage of user levels by plugins and themes is deprecated. Use roles and capabilities instead.","Używanie poziomów użytkowników przez wtyczki i motywy jest przestarzałą praktyką. Wykorzystaj system ról i uprawnień."
"No categories","Brak kategorii"
"%s topic","%s temat"
"%s topics","%s tematy"
"No server specified","Nie podano nazwy serwera"
"no login ID submitted","nie wysłano identyfikatora sesji logowania się"
"connection not established","połączenie nie zostało nawiązane"
"No password submitted","Nie podano hasła"
"Authentication failed","Uwierzytelnianie nie powiodło się"
"No connection to server","Brak połączenia z serwerem"
"No login ID submitted","Identyfikator sesji logowania się nie został wysłany"
"No server banner","Brak banneru serwera"
"abort","przerwij"
"apop authentication failed","uwierzytelnianie na serwerze apop nie powiodło się"
"Premature end of list","Niespodziewany koniec listy"
"Empty command string","Nie podano polecenia"
"connection does not exist","nie połączono"
"No msg number submitted","Nie podano numeru wiadomości"
"Command failed","Wykonywanie polecenia nie powiodło się "
"View all posts filed under %s","Zobacz wszystkie wpisy z kategorii &#8222;%s&#8221;"
"Feed for all posts filed under %s","Kanał z wpisami zaszufladkowanymi do &#8222;%s&#8221;"
"Comments Off","Komentowanie nie jest możliwe"
"Comment on %s","Skomentuj &#8222;%s&#8221;"
"Log in to Reply","Zaloguj się, aby móc odpowiedzieć"
"Leave a Comment","Dodaj komentarz"
"Log in to leave a Comment","Zaloguj się, aby dodać komentarz"
"Click here to cancel reply.","Kliknij tutaj, aby anulować odpowiadanie."
"Leave a Reply","Dodaj komentarz"
"Leave a Reply to %s","Odpowiedz na &#8222;%s&#8221;"
"Author","Autor"
"URL","Adres URL"
"Comment","Komentarz"
"Are you sure you want to do this?","Czy na pewno chcesz to zrobić?"
"Edit","Edytuj"
"Restore","Przywróć"
"%s ago","%s temu"
"Undo","Cofnij"
"Not Spam","To nie jest spam"
"Apply","Zastosuj"
"Comments","Komentarze"
"Publish","Opublikuj"
"Excerpt","Wypis"
"Revisions","Wersje wpisu"
"Approved","Zatwierdzony"
"Spam","Będący spamem"
"Link Categories","Kategorie odnośników"
"Search Categories","Szukaj kategorii"
"Edit Link Category","Edytuj kategorię odnośników"
"Update Category","Zaktualizuj kategorię"
"Add Link","Dodaj odnośnik"
"Save","Zapisz"
"Target","Cel"
"Advanced","Zaawansowane"
"Description","Opis"
"None","Brak"
"Invalid taxonomy","Błąd w taksonomii"
"Edit Tag","Edytuj tag"
"View Post","Zobacz wpis"
"Edit Post","Edytuj wpis"
"Done","Gotowe"
"Anonymous","Anonim"
"Submit","Wyślij"
"Invalid file type","Nieprawidłowy typ pliku"
"Preview","Podejrzyj"
"Recent Comments","Najnowsze komentarze"
"Cancel","Anuluj"
"Content","Treść"
"Save Draft","Zapisz szkic"
"No comments yet.","Brak komentarzy."
"Edit comment","Edytuj komentarz"
"Reply","Odpowiedz"
"Number of comments to show:","Liczba wyświetlanych komentarzy:"
"<strong>RSS Error</strong>: %s","<strong>Błąd RSS</strong>: %s"
"Unknown Feed","Nieznany kanał"
"Header","Nagłówek"
"Sidebar","Panel boczny"
"Archives","Archiwa"
"Password","Hasło"
"Redo","Ponów"
"Scale","Skala"
"Thumbnail","Miniatura"
"File &#8220;%s&#8221; doesn&#8217;t exist?","Czy plik &#8222;%s&#8221; istnieje?"
"The GD image library is not installed.","Biblioteka &#8222;GD&#8221; nie jest zainstalowana."
"File &#8220;%s&#8221; is not an image.","Plik &#8222;%s&#8221; nie jest obrazkiem."
"Add Media","Dodaj medium"
"Add an Image","Dodaj obrazek"
"Add Video","Dodaj film"
"Add Audio","Dodaj plik dźwiękowy"
"Saved.","Zapisano."
"Left","Do lewej"
"Center","Do środka"
"Right","Do prawej"
"Full Size","Pełny rozmiar"
"Size","Rozmiar"
"Alignment","Wyrównanie"
"Caption","Etykieta"
"Link URL","Adres URL odnośnika"
"Enter a link URL or click above for presets.","Wprowadź adres URL odnośnika lub wybierz jeden z predefiniowanych powyżej."
"Edit Image","Edytuj obrazek"
"Image URL","Adres URL obrazka"
"Save as Pending","Zapisz jako oczekującą na przegląd"
"Privately Published","Opublikowano jako prywatne"
"Public, Sticky","Publiczne, przyklejone"
"Schedule","Zaplanuj"
"Add or remove tags","Dodaj lub usuń tagi"
"Add","Dodaj"
"All Categories","Wszystkie kategorie"
"Dismiss","Ukryj"
"Search","Szukaj"
"Version","Wersja"
"Version:","Wersja:"
"Visit author homepage","Odwiedź stronę domową autora"
"Images","Obrazki"
"View Page","Zobacz stronę"
"Links","Odnośniki"
"Uncategorized","Bez kategorii"
"Close","Zamknij"
"Select","Wybierz"
"New Page","Nowa strona"
"Edit Media","Edytuj medium"
"New Post","Nowy wpis"
"(no title)","(bez tytułu)"
"Activation Key Required","Wymagany jest klucz aktywacyjny"
"Activation Key:","Klucz aktywacyjny:"
"Your account is now active!","Twoje konto zostało aktywowane!"
"An error occurred during the activation","Wystąpił błąd podczas aktywacji"
"Username:","Nazwa użytkownika:"
"No posts found.","Nie znaleziono żadnych wpisów."
"Pending Review","Oczekuje na przegląd"
"Y/m/d","d.m.Y"
"Visit Site","Przejdź do witryny"
"Log Out","Wyloguj się"
"<span class=\"meta-prep meta-prep-entry-date\">Published </span> <span class=\"entry-date\"><time class=\"entry-date\" datetime=\"%s\">%s</time></span> at <a href=\"%s\" title=\"Link to full-size image\">%s &times; %s</a> in <a href=\"%s\" title=\"Return to %s\" rel=\"gallery\">%s</a>.","<span class=\"meta-prep meta-prep-entry-date\">Opublikowano </span> <span class=\"entry-date\"><time class=\"entry-date\" datetime=\"%s\">%s</time></span> at <a href=\"%s\" title=\"Odnośnik do pełnowymiarowego obrazka\">%s &times; %s</a> in <a href=\"%s\" title=\"Powrót do %s\" rel=\"gallery\">%s</a>."
"The 2012 theme for WordPress is a fully responsive theme that looks great on any device. Features include a front page template with its own widgets, an optional display font, styling for post formats on both index and single views, and an optional no-sidebar page template. Make it yours with a custom menu, header image, and background.","Motyw 2012 jest w pełni responsywny i świetnie wygląda na różnych urządzeniach. Szerokie możliwości konfiguracji: własny szablon strony głównej z własnymi widgetami, wybór kroju czcionki, zmiany wyglądu wpisów na podstawie ich typów obejmuje zarówno tryb pojedynczego wpisu jak i wyświetlanie na listach oraz opcjonalny szablon bez panelu bocznego. Dodatkowo można ustawić własne: menu czy obrazek w nagłówku oraz wybrać tło."
"on",""
"no-subset",""
"Appears on posts and pages except the optional Front Page template, which has its own widgets","Pojawia się na wpisach i stronach, z wyjątkiem opcjonalnego szablonu strony tytułowej, która ma swoje własne widgety."
"First Front Page Widget Area","Pierwszy obszar widgetu strony tytułowej"
"Appears when using the optional Front Page template with a page set as Static Front Page","Pojawia się przy użyciu opcjonalnego szablon strony głównej z wybraną stroną statyczną"
"Second Front Page Widget Area","Drugi obszar widgetu strony tytułowej"
"This entry was posted in %s and tagged %s on %s<span class=\"by-author\"> by %s</span>.","Wpis opublikowany w %s i otagowany %s %s<span class=\"by-author\"> przez %s</span>."
"This entry was posted in %s on %s<span class=\"by-author\"> by %s</span>.","Ten wpis został opublikowany w %s dnia %s, <span class=\"by-author\">przez %s</span>."
"This entry was posted on %s<span class=\"by-author\"> by %s</span>.","Ten wpis został opublikowany dnia %s, <span class=\"by-author\">przez %s</span>."
"Front Page Template","Szablon strony startowej"
"Full-width Page Template, No Sidebar","Szablon strony bez paska bocznego"
"Featured post","Wyróżniony wpis"
"Page %s","Strona %s"
"%s Replies","%s odpowiedzi"
"1 Reply","1 odpowiedź"
"It seems we can&rsquo;t find what you&rsquo;re looking for. Perhaps searching can help.","Nie udało się znaleźć tego, czego szukasz. Być może wyszukiwanie przyniesie lepsze rezultaty."
"Apologies, but no results were found. Perhaps searching will help find a related post.","Przepraszamy, ale niczego nie znaleziono. Być może użycie wyszukiwarki przyniesie oczekiwany rezultat."
"Post author","Autor wpisu"
"Skip to content","Przeskocz do treści"
"No posts to display","Brak wpisów"
"Ready to publish your first post? <a href=\"%s\">Get started here</a>.","Czy chcesz opublikować swój pierwszy wpis? <a href=\"%s\">Kliknij tutaj</a>."
"View all posts by %s","Zobacz wszystkie wpisy, których autorem jest %s"
"&larr; Previous","&larr; Poprzednie"
"Next &rarr;","Następne &rarr;"
"Search Results for: %s","Wyniki wyszukiwania dla zapytania &#8222;%s&#8221;"
"Sorry, but nothing matched your search criteria. Please try again with some different keywords.","Przepraszamy, ale nic nie zostało dopasowane do Twoich kryteriów wyszukiwania. Proszę spróbować ponownie, korzystając z innych słów kluczowych."
"the WordPress team","zespół WordPressa"
"Permalink to %s","Bezpośredni odnośnik do &#8222;%s&#8221;"
"Main Sidebar","Główny panel boczny"
"Post navigation","Zobacz wpisy"
"<span class=\"meta-nav\">&larr;</span> Older posts","<span class=\"meta-nav\">&larr;</span> Starsze wpisy"
"Newer posts <span class=\"meta-nav\">&rarr;</span>","Nowsze wpisy <span class=\"meta-nav\">&rarr;</span>"
"Primary Menu","Menu główne"
"Proudly powered by %s","Dumnie wspierane przez WordPressa"
"Newer Comments &rarr;","Nowsze komentarze &rarr;"
"About %s","O %s"
"One thought on &ldquo;%s&rdquo;","Jedna myśl nt. &bdquo;%s&rdquo;"
"%s thoughts on &ldquo;%s&rdquo;","%s myśli nt. &bdquo;%s&rdquo;"
"Yearly Archives: %s","Roczne archiwum: %s"
"Tag Archives: %s","Archiwa tagu: %s"
"Category Archives: %s","Archiwa kategorii: %s"
"Daily Archives: %s","Dzienne archiwum: %s"
"Monthly Archives: %s","Miesięczne archiwum: %s"
"Continue reading <span class=\"meta-nav\">&rarr;</span>","Czytaj dalej <span class=\"meta-nav\">&rarr;</span>"
"Leave a reply","Napisz odpowiedź"
"Semantic Personal Publishing Platform","Semantyczna, osobista platforma publikacyjna"
"Nothing Found","Niczego nie znaleziono"
"Author Archives: %s","Archiwa autora: %s"
"Comment navigation","Nawigacja po komentarzach"
"&larr; Older Comments","&larr; Starsze komentarze"
"View all posts by %s <span class=\"meta-nav\">&rarr;</span>","Zobacz wszystkie wpisy, których autorem jest %s <span class=\"meta-nav\">&rarr;</span>"
