"Invalid user ID.","Neplatné ID používateľa."
"Command failed","Vykonávanie príkazu zlyhalo"
"View all posts filed under %s","Zobraz všetky články pod %s"
"Feed for all posts filed under %s","Vložiť všetky články pod %s"
"Comments Off","Komentáre sú deaktivované"
"Comment on %s","Komentár k %s"
"Log in to Reply","Prihláste sa pre odoslanie odpovede"
"Leave a Comment","Pridaj komentár"
"Log in to leave a Comment","Prihláste sa pre pridanie komentára"
"Click here to cancel reply.","Kliknite sem pre zrušenie vašej odpovede."
"Leave a Reply","Pridaj komentár"
"Leave a Reply to %s","Napísať odpoveď pre %s"
"Author","Autor"
"Comment","Komentár"
"Are you sure you want to do this?","Skutočne to chcete urobiť?"
"Edit","Upraviť"
"Restore","Obnoviť"
"%s ago","%s dozadu"
"Undo","Späť"
"Not Spam","Nie je spam"
"Apply","Použiť"
"Comments","Komentáre"
"Publish","Publikovať"
"Excerpt","Zhrnutie"
"Revisions","Revízie"
"Approved","Schválený"
"Link Categories","Kategórie odkazov"
"Search Categories","Prehľadávať kategórie"
"Edit Link Category","Upraviť kategóriu odkazov"
"Update Category","Upraviť kategóriu"
"Add Link","Pridať odkaz"
"Save","Uložiť"
"Target","Cieľ"
"Advanced","Pokročilé"
"Description","Popis"
"None","Žiadne"
"Invalid taxonomy","Neplatná taxonómia"
"Edit Tag","Upraviť značku"
"View Post","Zobraziť článok"
"Edit Post","Upraviť článok"
"Done","Hotovo"
"Anonymous","Anonym"
"Submit","Zaslať"
"Invalid file type","Neplatný typ súboru"
"Preview","Náhľad"
"Recent Comments","Najnovšie komentáre"
"Cancel","Zrušiť"
"Content","Obsah"
"Save Draft","Uložiť koncept"
"No comments yet.","Momentálne neexistujú žiadne komentáre."
"Edit comment","Upraviť komentár"
"Reply","Odpovedať"
"Pingback","Spätné upozorenie"
"Trackback","Spätný odkaz"
"Number of comments to show:","Počet zobrazovaných komentárov:"
"<strong>RSS Error</strong>: %s","<strong>RSS chyba</strong>: %s"
"Unknown Feed","Neznámy kanál"
"Header","Záhlavie stránky"
"Sidebar","Bočný panel"
"Archives","Archív"
"Password","Heslo"
"Redo","Znova"
"Scale","Mierka"
"Thumbnail","Miniatúra"
"File &#8220;%s&#8221; doesn&#8217;t exist?","File &#8220;%s&#8221; neexistuje?"
"The GD image library is not installed.","Knižnica obrázkov GD nie je nainštalovaná."
"File &#8220;%s&#8221; is not an image.","Súbor &#8220;%s&#8221; nie je obrázok."
"Add Media","Pridať súbor"
"Add an Image","Pridať obrázok"
"Add Video","Pridať video"
"Add Audio","Pridať zvukový záznam"
"Saved.","Uložené."
"Left","Vľavo"
"Center","Do stredu"
"Right","Vpravo"
"Full Size","Plná veľkosť"
"Size","Veľkosti"
"Alignment","Zarovnanie"
"Caption","Nadpis"
"Link URL","URL odkazu"
"Enter a link URL or click above for presets.","Vložte URL odkazu alebo kliknite vyššie na predvolené možnosti."
"Edit Image","Upraviť obrázok"
"Image URL","URL obrázka"
"Save as Pending","Uložiť na schválenie"
"Privately Published","Publikované ako súkromné"
"Public, Sticky","Verejné, pripnuté"
"Schedule","Naplánovať"
"Add or remove tags","Pridať alebo odstrániť značky"
"Add","Pridať"
"All Categories","Všetky kategórie"
"Dismiss","Zrušiť"
"Search","Hľadať"
"Version","Verzia"
"Version:","Verzia:"
"Visit author homepage","Navštíviť stránku autora"
"Images","Obrázky"
"View Page","Zobraziť stránku"
"Links","Odkazy"
"Uncategorized","Nezaradené"
"Close","Zatvoriť"
"Select","Vybrať"
"New Page","Nová stránka"
"Edit Media","Upraviť multimédiá"
"New Post","Pridať článok"
"(no title)","(bez názvu)"
"Activation Key Required","Vyžadovaný aktivačný kľúč"
"Activation Key:","Aktivačný kľúč:"
"Your account is now active!","Váš účet je teraz aktívny!"
"An error occurred during the activation","Počas aktivácie sa vyskytla chyba"
"Username:","Užívateľské meno:"
"No posts found.","Neboli nájdené žiadne články."
"Pending Review","Čaká na schválenie"
"Y/m/d","j. F Y"
"Visit Site","Navštíviť stránku"
"Log Out","Odhlásiť sa"
"<span class=\"meta-prep meta-prep-entry-date\">Published </span> <span class=\"entry-date\"><time class=\"entry-date\" datetime=\"%s\">%s</time></span> at <a href=\"%s\" title=\"Link to full-size image\">%s &times; %s</a> in <a href=\"%s\" title=\"Return to %s\" rel=\"gallery\">%s</a>.","<span class=\"meta-prep meta-prep-entry-date\">Publikované </span> <span class=\"entry-date\"><time class=\"entry-date\" datetime=\"%s\">%s</time></span> o <a href=\"%s\" title=\"Odkaz na obrázok v plnej veľkosti\">%s &times; %s</a> v <a href=\"%s\" title=\"Naspäť na %s\" rel=\"gallery\">%s</a>."
"The 2012 theme for WordPress is a fully responsive theme that looks great on any device. Features include a front page template with its own widgets, an optional display font, styling for post formats on both index and single views, and an optional no-sidebar page template. Make it yours with a custom menu, header image, and background.","Téma 2012 pre WordPress je plne responzívna téma, ktorá vyzerá výborne na každom zariadení. Obsahuje funkcie ako šablóna úvodnej stránky s vlastnými widgetmi, možnosť nastavenia zobrazovaného fontu, nastavenie formátu príspevkov a voliteľnú šablónu stránky bez bočných panelov. Prispôsobte si ju s vlastným menu, obrázkom  hlavičky a pozadím."
"Appears on posts and pages except the optional Front Page template, which has its own widgets","Zobrazuje sa v príspevkoch a na stránkach okrem šablóny úvodnej stránky, ktorá má svoje vlastné widgety."
"First Front Page Widget Area","Primárna oblasť widgetov titulnej strany"
"Appears when using the optional Front Page template with a page set as Static Front Page","Zobrazí sa pri voľbe statickej strany na titulnej strane šablóny"
"Second Front Page Widget Area","Sekundárna oblasť widgetov titulnej strany"
"This entry was posted in %s and tagged %s on %s<span class=\"by-author\"> by %s</span>.","Tento záznam bol pridaný do %s a označený %s dňa %s<span class=\"by-author\"> od %s</span>."
"This entry was posted in %s on %s<span class=\"by-author\"> by %s</span>.","Tento záznam bol pridaný do %s dňa %s<span class=\"by-author\"> od %s</span>."
"This entry was posted on %s<span class=\"by-author\"> by %s</span>.","Tento záznam bol pridaný %s<span class=\"by-author\"> od %s</span>."
"Front Page Template","Šablóna titulnej strany"
"Full-width Page Template, No Sidebar","Šablóna stránky na celú šírku, bez bočných panelov"
"Featured post","Odporúčaný príspevok"
"Page %s","Strana %s"
"%s Replies","Odpovedí: %s"
"1 Reply","1 Odpoveď"
"It seems we can&rsquo;t find what you&rsquo;re looking for. Perhaps searching can help.","Obávame sa, že to čo hľadáte nie sme schopný nájsť. Skúste použiť vyhľadávanie."
"Apologies, but no results were found. Perhaps searching will help find a related post.","Ospravedlňujeme sa, ale nenašli sa žiadne výsledky."
"Post author","Autor"
"Skip to content","Preskočiť na obsah"
"No posts to display","Žiadne články na zobrazenie"
"Ready to publish your first post? <a href=\"%s\">Get started here</a>.","Pripravený vytvoriť svoj prvý článok? <a href=\"%s\">Začnite tu</a>."
"View all posts by %s","Zobraziť všetky články podľa %s"
"&larr; Previous","&larr; Predchádzajúce"
"Next &rarr;","Nasledujúce &rarr;"
"Search Results for: %s","Výsledky vyhľadávania pre: %s"
"Sorry, but nothing matched your search criteria. Please try again with some different keywords.","Ospravedlňujeme sa, ale nenašli sme nič vyhovujúce zadaným kritériám. Prosím skúste to znovu s inými kľúčovými slovami."
"the WordPress team","tím WordPress"
"Permalink to %s","Trvalý odkaz na %s"
"Main Sidebar","Hlavný bočný panel"
"Post navigation","Navigácia článkami"
"<span class=\"meta-nav\">&larr;</span> Older posts","<span class=\"meta-nav\">&larr;</span> Staršie články"
"Newer posts <span class=\"meta-nav\">&rarr;</span>","Novšie články <span class=\"meta-nav\">&rarr;</span>"
"Pingback:","Spätné upozornenie:"
"Primary Menu","Hlavné menu"
"Proudly powered by %s","Hrdo poháňa %s"
"Newer Comments &rarr;","Novšie komentáre &rarr;"
"About %s","O %s"
"One thought on &ldquo;%s&rdquo;","Názor na &ldquo;%s&rdquo;"
"%s thoughts on &ldquo;%s&rdquo;","%s názory na &ldquo;%s&rdquo;"
"Yearly Archives: %s","Ročné archívy: %s"
"Tag Archives: %s","Archívy značky: %s"
"Category Archives: %s","Archívy kategórií: %s"
"Daily Archives: %s","Denné archívy: %s"
"Monthly Archives: %s","Mesačné archívy: %s"
"Continue reading <span class=\"meta-nav\">&rarr;</span>","Pokračovať v čítaní <span class=\"meta-nav\">&rarr;</span>"
"Leave a reply","Zanechať odpoveď"
"Semantic Personal Publishing Platform","Sémantický osobný redakčný systém"
"Nothing Found","Nič sa nenašlo"
"Author Archives: %s","Archívy autora: %s"
"Comment navigation","Navigácia komentármi"
"&larr; Older Comments","&larr; Staršie komentáre"
"View all posts by %s <span class=\"meta-nav\">&rarr;</span>","Zobraziť všetky články podľa %s <span class=\"meta-nav\">&rarr;</span>"
